Order ID,Order Date,Ship Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-82339,2020-11-23,2020-11-29,Barbara Garcia,Home Office,West,Nevada,Furniture,Furnishings,2079.39,7,0.2,563.05
ORD-68926,2023-04-27,2023-05-04,John Jackson,Corporate,North,Pennsylvania,Furniture,Bookcases,327.7,2,0.4,-14.79
ORD-35830,2022-07-26,2022-07-28,Joshua Gonzalez,Corporate,West,Colorado,Technology,Accessories,527.76,10,0.2,72.83
ORD-70012,2023-06-18,2023-06-21,David Hernandez,Home Office,East,Delaware,Technology,Phones,118.45,2,0.12,16.98
ORD-28528,2022-11-12,2022-11-19,Barbara Thomas,Corporate,South,Virginia,Office Supplies,Envelopes,1908.15,9,0.35,95.38
ORD-82733,2020-12-07,2020-12-15,Donna Johnson,Corporate,South,Florida,Office Supplies,Envelopes,772.08,6,0.48,-54.61
ORD-60324,2023-02-24,2023-03-05,Anthony Thompson,Home Office,West,Nevada,Technology,Machines,307.1,8,0.24,17.72
ORD-38905,2021-08-21,2021-08-22,Sandra Jackson,Corporate,South,Virginia,Office Supplies,Paper,382.34,8,0.27,30.03
ORD-81186,2022-01-21,2022-01-30,Michael White,Consumer,West,Colorado,Furniture,Furnishings,1698.84,4,0.15,275.95
ORD-55688,2020-06-27,2020-07-05,Daniel Ramirez,Consumer,South,Florida,Technology,Copiers,621.04,10,0.32,-49.13
ORD-37082,2021-02-27,2021-03-12,Paul Garcia,Consumer,East,Delaware,Office Supplies,Labels,469.37,6,0.49,-6.61
ORD-77425,2023-10-23,2023-11-06,David Thompson,Consumer,South,North Carolina,Furniture,Bookcases,946.65,3,0.12,243.4
ORD-98635,2022-03-15,2022-03-23,John Lee,Consumer,East,Maryland,Office Supplies,Envelopes,603.84,2,0.2,135.06
ORD-58374,2022-07-20,2022-07-28,Daniel Ramirez,Corporate,North,New York,Technology,Machines,245.86,2,0.4,11.12
ORD-37767,2022-10-10,2022-10-15,David Jackson,Corporate,East,Massachusetts,Technology,Copiers,2186.92,8,0.39,31.36
ORD-16021,2020-07-22,2020-08-02,Sandra Smith,Corporate,North,New York,Furniture,Furnishings,2188.68,7,0.1,181.61
ORD-95196,2021-09-10,2021-09-13,Nancy Perez,Corporate,North,Ohio,Office Supplies,Binders,921.16,3,0.03,
ORD-40689,2022-05-29,2022-06-09,John Jones,Consumer,North,New York,Furniture,Furnishings,3054.39,10,0.11,
ORD-55032,2020-09-03,2020-09-17,Matthew Williams,Corporate,South,North Carolina,Furniture,Tables,361.21,2,0.05,45.08
ORD-60164,2020-09-29,2020-10-10,James Martin,Home Office,South,Texas,Technology,Copiers,851.74,3,0.22,176.33
ORD-29840,2022-04-23,2022-05-03,David Harris,Home Office,West,Washington,Furniture,Chairs,281.42,2,0.29,81.84
ORD-51222,2020-10-13,2020-10-17,Joshua White,Corporate,North,Pennsylvania,Technology,Copiers,4052.58,10,0.14,229.81
ORD-96298,2021-09-09,2021-09-13,Jessica Thomas,Home Office,South,North Carolina,Office Supplies,Binders,1676.58,7,0.06,332.77
ORD-79243,2020-01-25,2020-01-31,Nancy Moore,Corporate,South,North Carolina,Technology,Machines,888.48,3,0.38,13.82
ORD-12187,2023-04-17,2023-04-19,Betty Taylor,Consumer,East,Connecticut,Furniture,Chairs,881.51,5,0.31,-33.22
ORD-62727,2020-06-17,2020-06-28,Jennifer Taylor,Home Office,South,Georgia,Furniture,Bookcases,175.71,4,0.49,-8.96
ORD-86865,2023-07-23,2023-08-05,Jessica Johnson,Home Office,North,Ohio,Technology,Machines,855.94,4,0.04,139.81
ORD-89800,2020-04-22,2020-04-27,James Garcia,Home Office,South,Texas,Furniture,Tables,1107.68,8,0.48,19.33
ORD-43980,2020-12-07,2020-12-13,Margaret Rodriguez,Consumer,East,New Jersey,Furniture,Bookcases,3134.42,9,0.03,608.59
ORD-20101,2022-10-13,2022-10-21,William Lopez,Home Office,East,New Jersey,Office Supplies,Labels,157.7,3,0.13,
ORD-25117,2021-04-12,2021-04-24,Robert Thomas,Home Office,North,New York,Furniture,Tables,406.0,6,0.19,114.81
ORD-14635,2023-02-06,2023-02-19,Anthony Robinson,Home Office,West,Washington,Office Supplies,Paper,248.51,6,0.14,35.59
ORD-75803,2023-10-10,2023-10-11,John Lewis,Consumer,South,Virginia,Furniture,Furnishings,1773.98,8,0.43,-94.72
ORD-21322,2023-02-06,2023-02-14,Karen White,Consumer,East,Connecticut,Office Supplies,Labels,1675.96,10,0.12,491.0
ORD-35614,2023-01-24,2023-02-06,Joseph Moore,Consumer,South,Texas,Office Supplies,Binders,1427.18,6,0.32,-140.66
ORD-53911,2020-01-03,2020-01-16,Dorothy Davis,Home Office,West,Arizona,Furniture,Tables,206.59,7,0.25,61.82
ORD-46677,2020-07-09,2020-07-10,Emily Brown,Consumer,West,Arizona,Office Supplies,Binders,3446.6,9,0.07,236.81
ORD-84425,2020-05-07,2020-05-14,Charles Robinson,Home Office,South,Florida,Office Supplies,Art,1684.96,7,0.35,
ORD-45645,2021-04-23,2021-04-25,Michael Garcia,Consumer,South,Virginia,Furniture,Tables,1288.61,8,0.23,237.08
ORD-37215,2022-07-14,2022-07-19,Karen Clark,Corporate,East,New Jersey,Furniture,Tables,4112.08,10,0.02,542.58
ORD-21955,2023-12-27,2023-12-31,Thomas Clark,Corporate,West,Colorado,Furniture,Bookcases,611.96,3,0.02,99.78
ORD-82105,2021-05-26,2021-05-28,Patricia Clark,Corporate,North,Pennsylvania,Furniture,Chairs,1538.59,4,0.07,220.11
ORD-92614,2023-08-13,2023-08-15,Richard Lewis,Home Office,East,New Jersey,Furniture,Chairs,264.34,8,0.4,7.16
ORD-53456,2020-09-07,2020-09-08,Betty Thomas,Corporate,North,Pennsylvania,Technology,Machines,177.45,1,0.19,24.57
ORD-34530,2021-07-17,2021-07-22,Donna Davis,Corporate,South,Texas,Technology,Copiers,1659.6,5,0.25,281.73
ORD-21497,2021-07-26,2021-08-02,Jessica Lee,Consumer,West,Washington,Technology,Copiers,2671.97,9,0.4,46.19
ORD-57069,2022-09-09,2022-09-18,Matthew Rodriguez,Corporate,East,Delaware,Technology,Accessories,898.69,3,0.01,51.52
ORD-46822,2020-04-29,2020-05-12,Michael Davis,Corporate,East,Delaware,Furniture,Tables,1426.73,4,0.13,398.51
ORD-17328,2021-03-25,2021-04-04,Emily Hernandez,Corporate,East,Connecticut,Furniture,Tables,77.18,6,0.46,0.39
ORD-84403,2023-02-28,2023-03-03,Barbara Thomas,Home Office,South,North Carolina,Technology,Accessories,117.79,1,0.05,12.33
ORD-79002,2022-09-05,2022-09-06,Charles Johnson,Corporate,South,Florida,Office Supplies,Paper,330.43,1,0.07,28.22
ORD-24538,2022-12-13,2022-12-27,Emily Brown,Corporate,North,Ohio,Technology,Machines,391.99,6,0.15,35.03
ORD-67261,2023-08-02,2023-08-10,Donna Sanchez,Home Office,East,Connecticut,Technology,Copiers,1594.47,6,0.11,149.62
ORD-50215,2023-11-11,2023-11-16,Betty Ramirez,Consumer,South,Texas,Technology,Copiers,2990.67,10,0.02,838.16
ORD-90134,2021-03-28,2021-04-08,John Davis,Home Office,North,Michigan,Furniture,Bookcases,282.32,6,0.49,9.26
ORD-21629,2023-12-22,2024-01-02,Susan Davis,Home Office,East,Maryland,Furniture,Bookcases,648.85,2,0.18,149.3
ORD-16310,2022-03-01,2022-03-09,Matthew Lopez,Home Office,West,Washington,Office Supplies,Envelopes,3033.51,9,0.19,749.83
ORD-85766,2023-08-26,2023-09-08,Robert Martinez,Home Office,South,Florida,Office Supplies,Binders,400.1,1,0.16,27.43
ORD-32296,2022-02-07,2022-02-10,Joshua Martin,Home Office,North,Illinois,Furniture,Bookcases,1151.02,8,0.35,-2.25
ORD-89602,2022-06-08,2022-06-11,Anthony Thompson,Consumer,North,Ohio,Furniture,Tables,2117.89,9,0.36,-127.52
ORD-46899,2021-09-01,2021-09-05,Ashley Jones,Consumer,North,Michigan,Technology,Copiers,180.01,1,0.18,22.26
ORD-96772,2023-07-04,2023-07-14,William Lee,Corporate,South,Texas,Furniture,Tables,617.23,5,0.49,-51.03
ORD-62096,2022-08-22,2022-08-30,Matthew Garcia,Home Office,East,New Jersey,Technology,Copiers,641.79,6,0.44,-21.26
ORD-44510,2022-06-19,2022-06-27,Elizabeth Harris,Corporate,South,Georgia,Technology,Phones,342.64,2,0.04,63.51
ORD-87296,2021-04-10,2021-04-19,Donald Jackson,Consumer,West,Colorado,Office Supplies,Labels,148.02,4,0.24,40.81
ORD-14551,2022-10-25,2022-11-04,William Miller,Home Office,South,Texas,Office Supplies,Paper,817.61,4,0.06,242.89
ORD-67067,2021-02-17,2021-03-03,John Williams,Home Office,South,Virginia,Office Supplies,Art,1413.77,7,0.28,373.46
ORD-78116,2022-07-27,2022-08-10,Elizabeth Jackson,Consumer,West,California,Office Supplies,Paper,3427.67,10,0.29,257.25
ORD-23845,2023-02-26,2023-03-11,Thomas Gonzalez,Consumer,East,Delaware,Office Supplies,Envelopes,1373.37,8,0.29,127.79
ORD-62818,2020-10-21,2020-10-31,Jessica Johnson,Home Office,West,California,Office Supplies,Art,1942.06,8,0.46,-188.31
ORD-49722,2021-09-28,2021-10-03,Mark Harris,Corporate,North,Pennsylvania,Furniture,Bookcases,1118.23,6,0.13,236.38
ORD-34633,2022-06-23,2022-06-27,Steven Sanchez,Corporate,West,Colorado,Office Supplies,Binders,1040.88,3,0.03,157.01
ORD-78719,2023-03-10,2023-03-11,Robert Anderson,Consumer,South,Florida,Furniture,Tables,191.85,1,0.46,-11.3
ORD-70846,2022-10-31,2022-11-07,Ashley Martin,Home Office,North,New York,Furniture,Bookcases,3178.01,8,0.09,625.18
ORD-55843,2021-12-06,2021-12-09,Patricia Garcia,Corporate,North,Ohio,Furniture,Furnishings,701.62,10,0.39,-46.87
ORD-39505,2023-10-19,2023-10-23,Donald Robinson,Corporate,West,Colorado,Furniture,Chairs,621.3,3,0.32,-61.34
ORD-43081,2023-05-30,2023-06-12,Sandra Rodriguez,Corporate,East,Maryland,Office Supplies,Art,1052.84,4,0.23,269.61
ORD-62055,2023-04-12,2023-04-14,Joshua Martinez,Consumer,East,Delaware,Technology,Copiers,811.96,5,0.34,-40.24
ORD-46239,2023-08-04,2023-08-10,Dorothy Harris,Corporate,East,Massachusetts,Furniture,Tables,890.25,4,0.45,18.12
ORD-88647,2022-04-07,2022-04-18,Christopher Rodriguez,Corporate,South,Texas,Technology,Machines,2077.6,7,0.2,406.7
ORD-84978,2021-01-23,2021-01-29,Daniel Taylor,Home Office,South,Virginia,Technology,Machines,1223.54,5,0.42,38.51
ORD-33741,2021-08-24,2021-08-26,Barbara Perez,Corporate,South,Georgia,Technology,Copiers,477.98,6,0.33,-31.79
ORD-50250,2022-05-11,2022-05-24,Sandra Ramirez,Corporate,East,Massachusetts,Technology,Accessories,660.49,2,0.24,129.39
ORD-91350,2020-05-25,2020-06-02,Anthony Johnson,Consumer,North,Michigan,Technology,Accessories,301.74,3,0.07,45.95
ORD-84632,2022-07-26,2022-07-29,Barbara Hernandez,Corporate,South,Texas,Office Supplies,Art,144.03,1,0.0,34.61
ORD-32099,2023-03-26,2023-04-08,Margaret Gonzalez,Consumer,West,California,Furniture,Furnishings,720.1,7,0.48,
ORD-36137,2022-02-03,2022-02-04,Jessica Davis,Corporate,South,Texas,Technology,Phones,304.06,6,0.16,53.46
ORD-50123,2020-12-08,2020-12-10,Joshua Taylor,Consumer,East,Massachusetts,Office Supplies,Labels,1621.71,6,0.22,135.33
ORD-74248,2022-01-05,2022-01-18,Joseph White,Consumer,South,North Carolina,Furniture,Tables,55.38,3,0.11,9.76
ORD-26143,2022-01-20,2022-02-01,Paul Martin,Home Office,North,Michigan,Technology,Accessories,23.45,1,0.3,1.81
ORD-12587,2020-04-08,2020-04-20,Kimberly Rodriguez,Consumer,West,Nevada,Office Supplies,Binders,575.59,8,0.35,1.65
ORD-11219,2021-09-08,2021-09-15,Joshua Thompson,Home Office,North,Illinois,Office Supplies,Labels,1067.26,3,0.21,189.86
ORD-90962,2020-08-29,2020-09-03,Thomas Clark,Consumer,North,Michigan,Furniture,Tables,850.89,9,0.49,-32.79
ORD-31020,2020-03-21,2020-03-30,James Smith,Corporate,South,North Carolina,Office Supplies,Paper,461.19,2,,0.16
ORD-29548,2020-07-03,2020-07-16,Sandra Martinez,Home Office,North,New York,Office Supplies,Paper,226.8,5,0.23,21.25
ORD-15170,2021-08-18,2021-08-24,Michael Ramirez,Home Office,East,Maryland,Technology,Phones,77.81,1,0.0,16.48
ORD-53078,2022-01-02,2022-01-10,Barbara Brown,Home Office,East,New Jersey,Office Supplies,Art,1308.72,7,0.2,338.86
ORD-72684,2022-05-13,2022-05-24,William Brown,Consumer,North,Pennsylvania,Technology,Phones,931.81,7,0.46,-13.66
ORD-67430,2021-01-06,2021-01-16,Donald Robinson,Corporate,East,Delaware,Furniture,Tables,1590.71,8,0.06,97.82
ORD-44290,2023-09-03,2023-09-09,Donna Brown,Consumer,South,Georgia,Technology,Copiers,618.14,7,0.33,-29.76
ORD-98643,2023-08-06,2023-08-13,Steven Ramirez,Consumer,North,New York,Technology,Chairs,1988.21,8,0.43,-176.49
ORD-74441,2021-10-18,2021-10-22,Kimberly Lee,Corporate,East,New Jersey,Technology,Chairs,700.84,7,0.2,115.48
ORD-85108,2022-07-06,2022-07-08,Mary Brown,Corporate,West,Arizona,Furniture,Furnishings,1564.93,7,0.21,78.31
ORD-21913,2023-05-22,2023-06-01,Sandra Hernandez,Home Office,East,Delaware,Technology,Chairs,1451.86,6,0.41,38.69
ORD-53512,2023-02-21,2023-03-06,Linda Brown,Home Office,West,Arizona,Technology,Machines,736.08,4,0.0,153.41
ORD-48270,2023-01-26,2023-02-04,David Clark,Corporate,North,New York,Furniture,Furnishings,2056.98,7,0.05,199.29
ORD-61497,2021-03-17,2021-03-25,Emily Brown,Consumer,East,New Jersey,Office Supplies,Binders,1840.36,8,0.23,323.99
ORD-75382,2020-01-09,2020-01-18,Donald Robinson,Home Office,North,Illinois,Office Supplies,Labels,2503.39,9,,9.44
ORD-32760,2020-09-19,2020-09-21,Joshua Robinson,Corporate,East,Delaware,Office Supplies,Envelopes,1658.63,4,0.14,485.35
ORD-69355,2020-09-30,2020-10-03,Susan Miller,Corporate,East,Delaware,Office Supplies,Labels,420.57,4,0.31,-20.27
ORD-98129,2020-09-28,2020-10-10,Linda Harris,Home Office,South,Virginia,Technology,Accessories,1276.91,6,0.28,364.77
ORD-64719,2023-10-12,2023-10-24,Mary Gonzalez,Home Office,East,Maryland,Furniture,Chairs,109.82,3,0.03,12.82
ORD-31094,2021-08-09,2021-08-20,Susan Harris,Corporate,South,Texas,Technology,Accessories,3606.23,9,0.02,272.7
ORD-98542,2023-02-24,2023-03-10,Patricia Robinson,Consumer,West,Washington,Technology,Accessories,2714.68,7,0.19,798.0
ORD-50980,2023-02-04,2023-02-05,Joseph Robinson,Consumer,East,Connecticut,Technology,Machines,1033.56,6,0.38,-9.81
ORD-35362,2021-08-25,2021-09-02,Matthew Johnson,Consumer,North,Pennsylvania,Furniture,Chairs,839.67,7,0.14,75.77
ORD-43425,2020-01-12,2020-01-18,Joshua Johnson,Corporate,South,Texas,Furniture,Bookcases,913.91,10,0.42,16.89
ORD-82110,2022-01-03,2022-01-05,Dorothy Williams,Home Office,East,Delaware,Furniture,Tables,2286.19,9,0.08,344.88
ORD-55796,2021-03-29,2021-04-02,Susan Harris,Home Office,East,Massachusetts,Office Supplies,Art,3637.95,10,0.27,931.03
ORD-95105,2020-01-19,2020-01-21,Robert Perez,Home Office,East,Maryland,Furniture,Tables,1944.68,6,0.19,152.35
ORD-43631,2023-01-11,2023-01-23,Steven Anderson,Corporate,North,Illinois,Office Supplies,Labels,3529.25,8,0.02,346.32
ORD-77357,2020-06-17,2020-06-19,Margaret Clark,Consumer,North,New York,Furniture,Tables,748.96,2,0.1,201.96
ORD-67047,2023-08-17,2023-08-31,Robert Williams,Consumer,South,Texas,Office Supplies,Art,774.39,2,0.03,
ORD-85361,2021-04-11,2021-04-16,Margaret Hernandez,Corporate,West,Nevada,Technology,Machines,55.06,1,0.19,2.83
ORD-91048,2020-05-09,2020-05-22,Michael Martinez,Home Office,North,New York,Office Supplies,Labels,517.79,5,0.3,145.85
ORD-59992,2022-03-20,2022-04-03,David White,Home Office,North,Michigan,Furniture,Tables,1790.21,7,0.4,-99.81
ORD-93105,2020-10-22,2020-10-27,Elizabeth Brown,Home Office,East,New Jersey,Technology,Copiers,302.36,1,0.0,55.72
ORD-21157,2021-09-16,2021-09-20,Elizabeth Garcia,Home Office,East,Connecticut,Office Supplies,Labels,1118.81,3,0.11,110.29
ORD-33770,2023-10-06,2023-10-19,John Martinez,Home Office,North,Illinois,Office Supplies,Labels,185.71,2,0.13,36.24
ORD-53365,2022-01-01,2022-01-04,John Lewis,Home Office,South,Texas,Office Supplies,Labels,775.56,4,0.16,158.28
ORD-50065,2023-11-21,2023-12-01,James Hernandez,Consumer,East,Massachusetts,Office Supplies,Paper,875.91,4,,-3.39
ORD-46264,2022-01-06,2022-01-09,Daniel Harris,Home Office,East,Maryland,Office Supplies,Envelopes,240.65,5,0.24,50.87
ORD-20744,2021-07-28,2021-08-11,John Lewis,Consumer,South,Georgia,Technology,Phones,185.31,1,0.42,4.06
ORD-85877,2022-04-09,2022-04-22,Paul Lewis,Home Office,South,Texas,Technology,Accessories,2666.57,9,0.24,377.2
ORD-39269,2023-04-22,2023-05-04,Jennifer Gonzalez,Corporate,South,North Carolina,Technology,Copiers,1506.19,6,0.25,394.61
ORD-90482,2023-11-02,2023-11-05,Andrew Jackson,Home Office,South,North Carolina,Furniture,Tables,466.68,3,0.37,-21.55
ORD-38681,2022-09-25,2022-09-29,Susan Taylor,Consumer,East,Massachusetts,Furniture,Chairs,2234.48,6,0.19,604.18
ORD-15230,2023-08-21,2023-08-27,Andrew Garcia,Consumer,East,Massachusetts,Technology,Copiers,886.41,7,0.33,-1.77
ORD-20202,2022-11-24,2022-11-29,Daniel Thomas,Corporate,South,Virginia,Office Supplies,Art,59.27,8,0.44,1.91
ORD-67658,2020-12-05,2020-12-09,William Lopez,Consumer,East,Connecticut,Furniture,Tables,435.07,10,0.36,-28.47
ORD-53283,2020-08-20,2020-08-28,Anthony Smith,Home Office,West,Nevada,Furniture,Tables,1140.76,4,0.02,102.99
ORD-92515,2022-11-15,2022-11-16,Barbara Taylor,Home Office,South,Texas,Furniture,Bookcases,1402.23,7,0.3,76.64
ORD-96736,2021-08-03,2021-08-05,William Davis,Consumer,West,Colorado,Office Supplies,Envelopes,1956.86,7,0.3,499.22
ORD-33839,2023-06-30,2023-07-11,Sandra Martin,Home Office,East,Connecticut,Technology,Accessories,1894.6,10,0.03,157.35
ORD-12170,2021-02-18,2021-02-27,Barbara Thomas,Home Office,West,Washington,Technology,Phones,3080.7,10,0.3,563.33
ORD-25403,2020-07-09,2020-07-17,Margaret Taylor,Home Office,South,Virginia,Technology,Phones,177.36,7,0.19,32.36
ORD-40079,2022-09-14,2022-09-27,Michael Wilson,Corporate,East,Delaware,Technology,Copiers,1005.55,3,0.13,279.06
ORD-20986,2021-08-03,2021-08-13,James Jackson,Home Office,West,Arizona,Furniture,Chairs,114.46,9,0.06,24.45
ORD-51405,2022-04-17,2022-04-23,Thomas Rodriguez,Consumer,South,North Carolina,Technology,Copiers,1345.0,9,0.21,159.91
ORD-99208,2022-03-24,2022-04-06,Barbara Lopez,Consumer,West,Colorado,Technology,Machines,870.59,9,0.28,110.27
ORD-55135,2023-12-15,2023-12-22,Mark Sanchez,Home Office,South,Texas,Technology,Chairs,738.41,3,0.05,182.03
ORD-82165,2023-06-11,2023-06-23,Jennifer Clark,Home Office,North,Pennsylvania,Office Supplies,Binders,693.39,3,0.24,49.95
ORD-44483,2021-03-30,2021-04-05,Dorothy Martinez,Consumer,North,Michigan,Office Supplies,Labels,3773.98,10,0.03,354.07
ORD-74797,2022-06-18,2022-06-19,Donna Garcia,Consumer,East,Connecticut,Furniture,Tables,271.39,1,0.18,79.76
ORD-21382,2021-07-19,2021-08-01,Richard Taylor,Corporate,East,Maryland,Office Supplies,Labels,27.48,1,0.37,-2.38
ORD-47289,2023-02-19,2023-03-01,Sandra Robinson,Corporate,East,Massachusetts,Furniture,Tables,685.56,7,0.29,104.06
ORD-23954,2023-02-18,2023-02-20,Paul Clark,Home Office,East,Massachusetts,Furniture,Bookcases,1974.55,10,0.13,284.87
ORD-73390,2021-05-13,2021-05-26,Donald Brown,Corporate,West,Nevada,Technology,Phones,1554.38,5,0.03,464.06
ORD-98724,2023-12-07,2023-12-11,James Thompson,Corporate,West,Arizona,Technology,Copiers,244.51,5,0.12,53.41
ORD-54825,2020-06-04,2020-06-13,Andrew Rodriguez,Consumer,West,Arizona,Office Supplies,Paper,548.1,3,0.47,20.0
ORD-75404,2021-02-12,2021-02-16,Richard Clark,Home Office,South,Georgia,Furniture,Tables,427.92,4,0.42,7.21
ORD-25712,2020-06-09,2020-06-20,Donald Lopez,Home Office,West,Colorado,Furniture,Chairs,3780.67,10,0.16,1021.71
ORD-85303,2021-07-16,2021-07-24,Patricia Taylor,Consumer,East,Maryland,Furniture,Tables,1462.89,7,0.24,
ORD-61605,2023-11-06,2023-11-19,Sandra Hernandez,Consumer,West,California,Technology,Copiers,112.14,1,0.01,21.9
ORD-52655,2022-01-10,2022-01-20,Sarah Thomas,Corporate,South,Virginia,Office Supplies,Paper,831.0,10,0.17,129.62
ORD-64931,2023-12-06,2023-12-19,Barbara Jackson,Corporate,East,Maryland,Office Supplies,Envelopes,529.61,3,0.49,11.72
ORD-45382,2021-04-27,2021-05-06,Donald Sanchez,Corporate,West,Washington,Furniture,Tables,231.87,1,0.09,69.3
ORD-92660,2022-11-24,2022-12-03,Kimberly Ramirez,Home Office,East,Maryland,Office Supplies,Art,573.3,10,0.02,52.08
ORD-38241,2021-06-04,2021-06-12,Thomas Lopez,Home Office,North,Michigan,Technology,Accessories,2015.71,6,0.28,230.66
ORD-12599,2022-04-23,2022-04-25,Barbara Harris,Corporate,South,Virginia,Technology,Copiers,1393.43,5,0.18,239.49
ORD-68580,2020-06-09,2020-06-16,William Lee,Home Office,East,Maryland,Technology,Chairs,1469.54,6,0.21,222.18
ORD-19351,2020-06-11,2020-06-14,Sarah Martin,Corporate,South,Georgia,Office Supplies,Art,1372.56,7,0.14,364.69
ORD-57600,2023-04-17,2023-04-26,David White,Corporate,West,Washington,Furniture,Chairs,1261.77,4,0.33,6.44
ORD-20494,2021-03-07,2021-03-10,Kimberly Johnson,Corporate,North,New York,Furniture,Furnishings,162.72,1,0.39,8.04
ORD-23622,2021-06-21,2021-07-01,Jessica White,Consumer,North,Michigan,Office Supplies,Paper,280.57,5,0.22,50.98
ORD-32361,2020-02-28,2020-02-29,Paul Robinson,Home Office,East,Massachusetts,Office Supplies,Envelopes,278.17,5,0.27,79.87
ORD-80685,2020-12-28,2021-01-07,Paul Martinez,Home Office,West,Colorado,Office Supplies,Labels,553.08,6,0.24,40.04
ORD-50352,2022-01-19,2022-01-26,Dorothy Clark,Corporate,South,Georgia,Furniture,Chairs,597.38,3,0.17,31.11
ORD-74478,2022-09-04,2022-09-09,James Moore,Consumer,West,Arizona,Technology,Chairs,2414.74,6,0.09,384.61
ORD-42754,2020-11-30,2020-12-12,Jennifer Wilson,Home Office,West,Nevada,Furniture,Bookcases,1189.86,4,0.26,241.9
ORD-99737,2021-07-10,2021-07-15,Barbara Jones,Home Office,East,Maryland,Furniture,Chairs,1095.66,5,0.06,178.8
ORD-91625,2022-10-04,2022-10-08,Barbara Brown,Corporate,North,Pennsylvania,Furniture,Chairs,1567.96,5,0.13,363.42
ORD-40514,2020-07-03,2020-07-06,Karen Sanchez,Consumer,West,Washington,Office Supplies,Envelopes,948.84,8,0.5,
ORD-53286,2020-06-13,2020-06-27,Paul Thomas,Consumer,North,Ohio,Office Supplies,Binders,1140.35,3,0.1,290.01
ORD-11653,2020-09-06,2020-09-19,Robert Miller,Home Office,South,North Carolina,Office Supplies,Paper,282.44,8,0.37,-0.03
ORD-37321,2022-08-26,2022-09-02,Kimberly Taylor,Home Office,East,Massachusetts,Furniture,Chairs,561.79,2,0.13,56.0
ORD-16827,2023-09-27,2023-10-01,William Sanchez,Consumer,South,North Carolina,Office Supplies,Binders,724.02,5,0.29,80.2
ORD-15504,2023-04-05,2023-04-18,Jennifer Davis,Home Office,West,Colorado,Furniture,Bookcases,778.75,3,0.25,104.82
